name,rate,location,cuisines,cost_for_two,type
Chetty's Coffee,3.9,Indiranagar,South Indian,150,Dine-out
Domino's Pizza,3,Indiranagar,"Pizza, Fast Food",800,Dine-out
Five Star Chicken,3.7,Indiranagar,"Fast Food, Burger",200,Dine-out
Delite Chaat House,4,Indiranagar,"Street Food, Gujarati",300,Dine-out
eat.fit,3.7,Indiranagar,"Healthy Food, North Indian, Biryani",300,Dine-out
Kanteen 038,4,Indiranagar,"Tea, Beverages, Fast Food",200,Dine-out
Burger King,4,Indiranagar,"Burger, Fast Food, Beverages",600,Dine-out
Namdhari's Salad Bar,3.9,Indiranagar,"Juices, Fast Food, Desserts, Salad",300,Dine-out
Kitchen of Joy,4.1,Indiranagar,"Fast Food, Bengali, Rolls",400,Dine-out
Leon Grill,4.2,Indiranagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Dine-out
Biggies Burger 'n' More,4.3,Indiranagar,"Cafe, Burger, Beverages",650,Dine-out
Misal Darbar,3,Indiranagar,Maharashtrian,200,Dine-out
Yomama!!,4,Indiranagar,"Continental, Burger, Cafe, Steak",800,Dine-out
Dal Roti Sabji,4.1,Indiranagar,North Indian,150,Dine-out
Just Eat,3.7,Indiranagar,"North Indian, Chinese, Beverages",500,Dine-out
Cafe Srinidhi,3.4,Indiranagar,"South Indian, North Indian, Fast Food, Street Food",200,Dine-out
Khan Saheb Grills and Rolls,4,Indiranagar,"Fast Food, Rolls",350,Dine-out
Achayyan's,3.8,Indiranagar,"Kerala, South Indian",350,Dine-out
Snack House,3.8,Indiranagar,"Fast Food, Momos",200,Dine-out
Cheesy Juicy Burgers,3.9,Indiranagar,"Burger, Sandwich, Beverages",500,Dine-out
Eat Well,3.5,Indiranagar,"North Indian, Chinese",400,Dine-out
The Chennai Express,3.8,Indiranagar,"South Indian, Chinese",200,Dine-out
Peace Restaurant,2.6,Indiranagar,"Chinese, Tibetan",500,Dine-out
Paratha Plaza,3.7,Indiranagar,North Indian,200,Dine-out
Kasol Cafe,3.7,Indiranagar,"Bengali, Continental",400,Dine-out
Shake It Off,4.2,Indiranagar,"Beverages, Fast Food",600,Dine-out
Srinidhi Sagar Food Line,3.7,Indiranagar,"South Indian, North Indian, Chinese",40,Dine-out
Pizza Joint Food Junction,3.1,Indiranagar,"Fast Food, Pizza",350,Dine-out
Donne Biriyani Mane,3.8,Indiranagar,"Biryani, Kebab",400,Dine-out
Lakeview Milkbar,2.9,Indiranagar,"Desserts, Cafe, Bakery",500,Dine-out
Shreedevi,3.7,Indiranagar,"North Indian, Andhra, Chinese",600,Dine-out
Kylie's,4.2,Indiranagar,"Asian, Chinese",500,Dine-out
Big Mummy,3.9,Indiranagar,"Fast Food, Biryani",400,Dine-out
Happenwell Cafe Lounge,3.7,Indiranagar,"North Indian, Chinese, Continental, Seafood",300,Dine-out
Madurai Idly Shop,3.7,Indiranagar,South Indian,200,Dine-out
Anju's Cafe,3.4,Indiranagar,"Fast Food, North Indian, Continental",400,Dine-out
Gowdru Hotel,3.9,Indiranagar,"South Indian, Biryani",400,Dine-out
Shivaji Military Hotel,3.2,Indiranagar,"South Indian, Biryani",150,Dine-out
Halli Mane Rotti,3.4,Indiranagar,South Indian,150,Dine-out
Ammi's Biryani,2.7,Indiranagar,"Biryani, North Indian",350,Dine-out
California Burrito,4.2,Indiranagar,"Mexican, Fast Food",400,Dine-out
Ambur Biriyani,3.5,Indiranagar,Biryani,250,Dine-out
Rotti Mane,3.6,Indiranagar,South Indian,200,Dine-out
Annabell,4,Indiranagar,"Continental, Beverages",700,Dine-out
Wow Vada Pav,3.6,Indiranagar,"Street Food, American",250,Dine-out
The French Loaf,3.5,Indiranagar,"Bakery, Desserts, Sandwich",400,Dine-out
Kumbakonam Degree Coffee,3.8,Indiranagar,"South Indian, Fast Food",200,Dine-out
Sethji Home Made Food,3.6,Indiranagar,North Indian,350,Dine-out
Pathaan Sir,3.4,Indiranagar,"Fast Food, Rolls, Momos",250,Dine-out
Curries And Pickles,3.8,Indiranagar,"Andhra, North Indian, Biryani",250,Dine-out
Chakum Chukum Calcutta On A Roll,3.4,Indiranagar,"Fast Food, Rolls",400,Dine-out
Aadhya's Fresh and Rich,3.7,Indiranagar,"Sandwich, Fast Food, Beverages",250,Dine-out
Saka Eatery Outlet,3.7,Indiranagar,Street Food,150,Dine-out
Ambur Dum Biriyani,3.1,Indiranagar,Biryani,200,Dine-out
Chai & Kadi,3.8,Indiranagar,South Indian,200,Dine-out
Fullyfilled,4,Indiranagar,"Sandwich, Fast Food, Momos",200,Dine-out
Chaithanya Veg,3.7,Indiranagar,"South Indian, North Indian, Chinese",200,Dine-out
Lazer Castle,3,Indiranagar,Fast Food,300,Dine-out
Popat,3.2,Indiranagar,North Indian,300,Dine-out
Om Sai Skanda Dosa Camp,3.9,Indiranagar,South Indian,150,Dine-out
Sree Vinayaka Puttukada,3.7,Indiranagar,"Kerala, South Indian",250,Dine-out
Vani Hindu Military Hotel,3.3,Indiranagar,South Indian,250,Dine-out
Chaithanya Xpress,3.6,Indiranagar,"South Indian, North Indian",300,Dine-out
Punjabi Khazana,3.5,Indiranagar,North Indian,400,Dine-out
Rolls On Wheels,3.2,Indiranagar,"Fast Food, Rolls, Momos",200,Dine-out
Goli Vada Pav No. 1,3.6,Indiranagar,Street Food,200,Dine-out
Himalyan Inn Tibet Kitchen,3.7,Indiranagar,"Chinese, Momos",400,Dine-out
Chitu's Kitchen,3.5,Indiranagar,"North Indian, Chinese",450,Dine-out
Dal Chawal Roti,3.3,Indiranagar,"North Indian, Chinese",350,Dine-out
Breadworks,2.9,Indiranagar,"Bakery, Cafe",500,Dine-out
Dine @ 9 Paratha Corner,3.6,Indiranagar,"North Indian, Chinese",300,Dine-out
Tayabbs,4,Indiranagar,"Rolls, North Indian, Fast Food",500,Dine-out
Smoodys,3,Indiranagar,"Fast Food, Juices",350,Dine-out
Ice Cubes,3,Indiranagar,"Fast Food, Desserts, Beverages",300,Dine-out
BR Military Hotel,3.1,Indiranagar,South Indian,300,Dine-out
Five Star Cafe,3.8,Indiranagar,Fast Food,350,Dine-out
King Burger Cafeteria,3.1,Indiranagar,"Fast Food, Juices",250,Dine-out
Unique Brew Cafe Resto,3.7,Indiranagar,Biryani,150,Dine-out
Bangalore Hotel,3.7,Indiranagar,"Biryani, Kebab",200,Dine-out
Bismillah Ambur Biryani,3.1,Indiranagar,Biryani,150,Dine-out
Reddy's Hotel,3.7,Indiranagar,Andhra,150,Dine-out
Malabar Cafe,3.7,Indiranagar,"Kerala, South Indian",350,Dine-out
Kolkatta Famous Chat,3.7,Indiranagar,"Street Food, North Indian",100,Dine-out
Manju's Kitchen,3.3,Indiranagar,Biryani,200,Dine-out
Kolkata Rolls & Hot Dum Biriyani On Dial,3.5,Indiranagar,"Fast Food, Rolls",400,Dine-out
Suvaai Restaurant,3.3,Indiranagar,South Indian,100,Dine-out
Sai Donne Biryani,3.4,Indiranagar,"South Indian, Biryani, Chinese",350,Dine-out
Ideal Kitchen,3.5,Indiranagar,"North Indian, Chinese, South Indian, Seafood",250,Dine-out
Sri Lakshmi Darshini Canteen,3.7,Indiranagar,South Indian,250,Dine-out
Biryani Bazar,3.3,Indiranagar,Biryani,250,Dine-out
New Roll Centre,3.3,Indiranagar,"Fast Food, Rolls",150,Dine-out
Shahi Biryani,3.7,Indiranagar,"Biryani, Kebab",200,Dine-out
Tasty Momos,3.7,Indiranagar,Chinese,200,Dine-out
Brindhavanam Refreshment,3.7,Indiranagar,South Indian,200,Dine-out
SSD Kitchen,3.7,Indiranagar,Biryani,150,Dine-out
Sri Sai Ganesh Andhra Mess,3.7,Indiranagar,Andhra,300,Dine-out
Best Biryani,3.7,Indiranagar,"Biryani, North Indian",300,Dine-out
Mini Wok,3.7,Indiranagar,"Chinese, Fast Food",200,Dine-out
Sri Vasavi Super Sandwich,3.1,Indiranagar,"Fast Food, Sandwich, Juices",200,Dine-out
Juiceca,3.7,Indiranagar,"Juices, Fast Food",200,Dine-out
Bismillah Ambur Biryani,3.7,Indiranagar,"Biryani, Hyderabadi",200,Dine-out
Cool cafe,3.7,Indiranagar,"Beverages, Fast Food",200,Dine-out
Hotel Blue Land,3.7,Indiranagar,South Indian,200,Dine-out
New Ambur Hot Dum Biryani,3.7,Indiranagar,Biryani,150,Dine-out
Hatti Kaapi,3.7,Indiranagar,"South Indian, Beverages",200,Dine-out
Bat Chef,2.6,Indiranagar,Fast Food,500,Dine-out
Sree Ganesh Juice Center,3.7,Indiranagar,"Beverages, Juices",100,Dine-out
SOS,3.7,Indiranagar,"North Indian, Biryani, Chinese",300,Dine-out
Pathy's Kitchen,3.5,Indiranagar,Andhra,500,Dine-out
Chowpatty,3.9,Indiranagar,"North Indian, Fast Food, Street Food",300,Dine-out
Fresh Aahar,3.9,Indiranagar,"Biryani, Mangalorean, Kerala",400,Dine-out
Juicemaker,3.7,Indiranagar,"Juices, Fast Food",250,Dine-out
Donne Biriyani House,4,Indiranagar,Biryani,300,Dine-out
Kerala Mess,3.6,Indiranagar,Kerala,300,Dine-out
Punjabi Dhaba,2.8,Indiranagar,"North Indian, Chinese",300,Dine-out
Loveshack,4,Domlur,"Continental, Pizza, North Indian, Goan, Burger, Cafe",1600,Dine-out
Pot Biryani,3.9,Domlur,"North Indian, Chinese, Biryani, Seafood",600,Dine-out
Murphy's Brewhouse - The Paul Bangalore,4.3,Domlur,"Continental, North Indian, Finger Food",1700,Dine-out
Sidewalk Cafe & Bar - The Paul Bangalore,4.2,Domlur,"European, Italian, Asian",1500,Dine-out
Mani's Dum Biryani,4,Jeevan Bhima Nagar,"Biryani, Kebab",750,Dine-out
Plantain Leaf,3.9,Thippasandra,"Andhra, Chinese, North Indian, Biryani",600,Dine-out
Green Pepper,3.8,Jeevan Bhima Nagar,"Seafood, South Indian, Chinese, Kerala",600,Dine-out
Vembanad - The Paul,4.2,Domlur,"Seafood, Kerala",1800,Dine-out
Beijing Bites,3.1,Jeevan Bhima Nagar,"Chinese, Thai",850,Dine-out
The Hub & The Bar - Hotel Ramada Encore,4,Domlur,"North Indian, Continental, Chinese, European",1700,Dine-out
Coast,3.3,Jeevan Bhima Nagar,"Seafood, Mangalorean, North Indian, Biryani",750,Dine-out
Rannaghar,3.9,Jeevan Bhima Nagar,"North Indian, Bengali, Chinese",600,Dine-out
The Paramount Hotel,2.9,Domlur,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000,Dine-out
Mood For Food,4.1,Jeevan Bhima Nagar,"North Indian, Biryani",800,Dine-out
Talk Over Table,4,Jeevan Bhima Nagar,Cafe,500,Dine-out
The Biryanis,3.8,Jeevan Bhima Nagar,"Andhra, Biryani, North Indian",500,Dine-out
Delicacy,3.9,Jeevan Bhima Nagar,"Chinese, Thai, Momos",500,Dine-out
Bekal,4,Jeevan Bhima Nagar,"Kerala, Mangalorean, Seafood",700,Dine-out
D'Cafe,3.8,Domlur,"Cafe, Coffee, Continental",500,Dine-out
Gurukrupa Paratha House,3.1,Domlur,"North Indian, Chinese",500,Dine-out
The Velu's,3.6,Domlur,"Fast Food, Chinese",200,Dine-out
Chef Inn Regency,3.3,Domlur,"North Indian, Chinese, Andhra, Mangalorean",800,Dine-out
Red Chilliez,3.6,Thippasandra,"North Indian, South Indian, Chinese, Seafood",550,Dine-out
Jaishree Pavilion,3.7,Thippasandra,"North Indian, South Indian, Chinese",700,Dine-out
Sree Spicy Hub,3.9,Jeevan Bhima Nagar,"Andhra, Biryani, South Indian",600,Dine-out
Chaai Resto,3.7,Jeevan Bhima Nagar,"Cafe, Rolls, Fast Food",200,Dine-out
Savoury Express,3.6,Jeevan Bhima Nagar,Arabian,800,Dine-out
Vinny's,4.1,Domlur,"Burger, Desserts, Italian, Pizza, Salad",600,Dine-out
Bengaluru House,3.7,Jeevan Bhima Nagar,South Indian,500,Dine-out
HomeDeli Kitchen,3,Jeevan Bhima Nagar,"North Indian, Chinese, Biryani",600,Dine-out
Donne Biriyani Mane,3.8,Jeevan Bhima Nagar,"Biryani, Kebab",400,Dine-out
Masala Dani - The Paul,3.7,Domlur,"Mughlai, North Indian",1800,Dine-out
Andhra Mess,3.2,Domlur,"Andhra, Biryani, Chinese",400,Dine-out
Quench Bar,4,Domlur,"Seafood, Mexican, Continental, Finger Food",1300,Dine-out
Malabar,3,Jeevan Bhima Nagar,"Kerala, Seafood, Biryani",400,Dine-out
Banana Leaf,3.5,Domlur,Andhra,500,Dine-out
Walnut Kitchen,3,Domlur,"North Indian, Biryani, Chinese",500,Dine-out
Bharanis,3.7,Domlur,"Andhra, Biryani",600,Dine-out
Sbarro,3.4,Domlur,Pizza,500,Dine-out
New Shanthi Sagar,2.8,Domlur,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",450,Dine-out
Fazzito Kitchen,3.8,Thippasandra,North Indian,700,Dine-out
Night Booze,3.2,Thippasandra,"North Indian, Fast Food",600,Dine-out
Sandras Bar & Restaurant,3.2,Thippasandra,North Indian,600,Dine-out
Allahabadi Tadaka,2.9,Domlur,North Indian,250,Dine-out
Avanti Indian Barbeque & Grill,3.4,Domlur,North Indian,1100,Dine-out
Sri Ganesh Fruit Juice Centre,3.6,Thippasandra,Juices,100,Dine-out
Chinese Fire Dragon,3.4,Domlur,"Chinese, North Indian, Momos",550,Dine-out
Swaadpurna,3.6,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese, Biryani",450,Dine-out
Ambur Hot Dum Biriyani,3.2,Jeevan Bhima Nagar,Biryani,200,Dine-out
Serenitea4u,3.4,Jeevan Bhima Nagar,"Beverages, Fast Food",100,Dine-out
Haveli,3.6,Thippasandra,"North Indian, Chinese",300,Dine-out
Taste Of Nawaab's,3.6,Domlur,"North Indian, Chinese",600,Dine-out
Cafe Velvette,3.5,Domlur,"Cafe, American, Italian, Continental",400,Dine-out
Hot Spot Cafe,2.9,Domlur,"Cafe, Fast Food",150,Dine-out
The Cool Zone,3.7,Domlur,"Beverages, Juices",100,Dine-out
Rahaman's Mess,3.7,Thippasandra,"Kerala, North Indian, South Indian",200,Dine-out
Aahar Cafe,3.7,Thippasandra,Cafe,300,Dine-out
Nawabi Kitchen,3.7,Thippasandra,"North Indian, Chinese",600,Dine-out
9th Cross Cafe,3.6,Jeevan Bhima Nagar,"Cafe, Italian, French",550,Dine-out
Sri Udupi Food Hub,3.7,Domlur,"South Indian, North Indian, Chinese, Beverages",500,Dine-out
Aathurar,3.2,Jeevan Bhima Nagar,"Chettinad, Biryani, South Indian, Seafood",600,Dine-out
Kaayal,3,Jeevan Bhima Nagar,"Kerala, Chinese",500,Dine-out
Crunch Pizzas,2.8,Thippasandra,"Italian, Pizza",600,Dine-out
Chakh Le Foods,3.4,Jeevan Bhima Nagar,"North Indian, Mughlai, Bengali, Chinese",500,Dine-out
Kerala Vibes,3.6,Jeevan Bhima Nagar,Kerala,500,Dine-out
Le Casse Cro»te,4.4,Thippasandra,"French, Sandwich, Salad",450,Dine-out
Cafe Grill,4.1,Jeevan Bhima Nagar,"Chinese, North Indian, Rolls",300,Dine-out
Samosa Party,4.1,Jeevan Bhima Nagar,"Street Food, Fast Food",150,Dine-out
Chandni Chowk 2 Bangalore,4.2,Jeevan Bhima Nagar,"North Indian, Rolls",400,Dine-out
Motis Kitchen,4.1,Thippasandra,"South Indian, Kerala, Biryani",350,Dine-out
DVG Benne Dosa,4,Domlur,South Indian,150,Dine-out
Red Kitchen,3.2,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese",200,Dine-out
Snacks Joint,3.8,Jeevan Bhima Nagar,Fast Food,150,Dine-out
Kerala Pavilion,3.9,Domlur,"Kerala, South Indian, Seafood, Biryani",300,Dine-out
Spicy Corner,3.9,Jeevan Bhima Nagar,"Street Food, Fast Food",250,Dine-out
Bharpur Aahar,3.9,Jeevan Bhima Nagar,"North Indian, Chinese",200,Dine-out
Sri Krishna Sagar,3.6,Domlur,"South Indian, North Indian, Street Food, Chinese, Beverages",150,Dine-out
Taza Tawa,3.8,Jeevan Bhima Nagar,"North Indian, Chinese, Rolls, Juices",450,Dine-out
Thunder Fried Chicken,3.6,Jeevan Bhima Nagar,"North Indian, Biryani, Mughlai, Rolls",350,Dine-out
Hotel Karavali,3.7,Jeevan Bhima Nagar,"Biryani, North Indian, Mangalorean, Seafood",450,Dine-out
Johny's Kitchen,4.1,Jeevan Bhima Nagar,"North Indian, South Indian",300,Dine-out
Laddoos,2.9,Jeevan Bhima Nagar,"North Indian, Street Food, Mithai",250,Dine-out
Chai Resto,3.3,Jeevan Bhima Nagar,"Fast Food, Tea",200,Dine-out
Banarasi Tadka,2.7,Jeevan Bhima Nagar,North Indian,200,Dine-out
Venus Biryani,3,Domlur,"Biryani, Chinese",200,Dine-out
No More Hungry,3.3,Jeevan Bhima Nagar,North Indian,450,Dine-out
Faasos,4.1,Thippasandra,"North Indian, Biryani, Fast Food",500,Dine-out
Swaad,3.1,Jeevan Bhima Nagar,North Indian,200,Dine-out
Bob's Restaurant,4,Jeevan Bhima Nagar,"North Indian, Chinese",500,Dine-out
Calcutta Victoria Chat House,3.5,Jeevan Bhima Nagar,Street Food,150,Dine-out
Omleterian,3.7,Thippasandra,"American, Continental",200,Dine-out
Meat And Eat,3.1,Domlur,"Fast Food, Burger",500,Dine-out
Shri Krishna Bhavan,3.7,Thippasandra,"South Indian, Chinese, North Indian, Street Food",350,Dine-out
Nizaam's Kaati Rolls & Kebabs,3.7,Jeevan Bhima Nagar,"Street Food, North Indian, Rolls",450,Dine-out
Rajan's Cafe,2.8,Domlur,"North Indian, Chinese, Fast Food",300,Dine-out
Momo Rice Noodles,3.2,Domlur,"Chinese, Momos",600,Dine-out
Bun Maska Chai,3.9,Jeevan Bhima Nagar,"Street Food, Fast Food",250,Dine-out
Neer Dose Fish Land,3.5,Domlur,"South Indian, North Indian, Seafood",250,Dine-out
Brea,3.4,Jeevan Bhima Nagar,"Bakery, Fast Food, Street Food",300,Dine-out
SLV Andhra Mess,3.5,Domlur,"Chinese, North Indian",200,Dine-out
SKY FOG,3.2,Thippasandra,"Desserts, Ice Cream, Fast Food",300,Dine-out
Amrutha Sweets,3.7,Thippasandra,"Street Food, Mithai",200,Dine-out
Sagar Deluxe,3.4,Jeevan Bhima Nagar,"South Indian, North Indian, Chinese",350,Dine-out
Mary Cafe,3.3,Thippasandra,"Chinese, South Indian",150,Dine-out
Biryani Club,2.9,Jeevan Bhima Nagar,"South Indian, Biryani",400,Dine-out
Bhikaram Chandmal Bhujiawala,3.7,Jeevan Bhima Nagar,"North Indian, Mithai",200,Dine-out
Lazzat Biriyani,3.7,Domlur,"Biryani, Kebab",200,Dine-out
Juice Planet Food Corner,3.7,Domlur,"Biryani, Beverages",150,Dine-out
Aysha Restaurant,3.7,Jeevan Bhima Nagar,"North Indian, Chinese",200,Dine-out
Biryani Point,3.7,Domlur,Biryani,300,Dine-out
Paisa Vasool,3.3,Domlur,North Indian,400,Dine-out
Roti Shotti,3.8,Jeevan Bhima Nagar,North Indian,400,Dine-out
Ambur Hot Dum Biriyani & Kabab Center,3.7,Thippasandra,"Biryani, Kebab",200,Dine-out
Home Touch Hotel,3.2,Jeevan Bhima Nagar,"South Indian, Kerala",150,Dine-out
Biryani Palace,3.2,Jeevan Bhima Nagar,"Biryani, Fast Food",200,Dine-out
Krish Punjabi Kitchen,3.6,Thippasandra,North Indian,500,Dine-out
Donne Biryani Angadi Mane,3.1,Thippasandra,"Biryani, South Indian",250,Dine-out
Sri Lakshmi Darshini,3.4,Thippasandra,"South Indian, North Indian",150,Dine-out
Kolkata Famous Kati Roll,3.7,Domlur,Rolls,150,Dine-out
Bismilla Vaniyambadi Biriyani,3.7,Domlur,"Biryani, North Indian",200,Dine-out
Refresh,3.7,Thippasandra,Fast Food,150,Dine-out
Nimma Mane,3.7,Domlur,South Indian,100,Dine-out
The Spicy Kitchen,3.3,Thippasandra,"Arabian, Rolls",300,Dine-out
Snack'Ups,3.6,Thippasandra,Fast Food,250,Dine-out
Eggzotic,4,Domlur,"North Indian, Chinese, Biryani, Fast Food",500,Dine-out
Pizza Stop,3.2,Domlur,"Pizza, Italian",600,Dine-out
Khushi Kitchen,3.3,Thippasandra,"Street Food, North Indian, Bengali, Oriya",400,Dine-out
Domlur Cafe,3.7,Domlur,South Indian,200,Dine-out
Chai Masthi,3.4,Domlur,"Fast Food, Lebanese",200,Dine-out
Shiv Sagar,3.7,Domlur,"South Indian, North Indian, Street Food",250,Dine-out
ONS Food,3.7,Thippasandra,"North Indian, Chinese",150,Dine-out
Big Pitcher,4.7,Old Airport Road,"American, Continental, North Indian, Mediterranean",1800,Dine-out
Citrus - The Leela Palace,4.2,Old Airport Road,"North Indian, Italian, Asian, Continental, Mediterranean",3500,Dine-out
Jamavar - The Leela Palace,4.2,Old Airport Road,"North Indian, South Indian",4000,Dine-out
CloudNYN - Sterling Mac Hotel,4.1,Old Airport Road,Finger Food,1000,Dine-out
Zaitoon,4.2,Old Airport Road,"BBQ, Arabian, Chinese, North Indian, Desserts",1000,Dine-out
Limelight - Royal Orchid Hotel,4,Old Airport Road,"Continental, North Indian",2200,Dine-out
20 Char - Sterlings MAC Hotel,4,Old Airport Road,"Chinese, Continental, North Indian, South Indian, Arabian",1400,Dine-out
Zen - The Leela Palace,4.1,Old Airport Road,"Thai, Japanese, Chinese",3500,Dine-out
Tiger Trail - Royal Orchid Hotel,4.1,Old Airport Road,North Indian,2000,Dine-out
Hyderabad Biryaani House,3.9,Old Airport Road,"Biryani, North Indian, Chinese",550,Dine-out
XU,4,Old Airport Road,"European, Spanish, Continental, Italian",2400,Dine-out
Le Cirque Signature - The Leela Palace,4.3,Old Airport Road,"French, Italian",6000,Dine-out
Shebestan - Sterlings MAC Hotel,4.2,Old Airport Road,Arabian,1500,Dine-out
Marzipan Cafe & Bakery,4.2,Ulsoor,"Cafe, Mediterranean, Bakery, Greek",700,Dine-out
Odia Dine,3.8,Old Airport Road,Oriya,400,Dine-out
Rahhams,2.8,Old Airport Road,"Mughlai, North Indian, Chinese",700,Dine-out
Suchithra Biryani House,3.7,Old Airport Road,"Andhra, Biryani, North Indian",450,Dine-out
Sri Udupi Park,3.7,Old Airport Road,"South Indian, Chinese, North Indian",400,Dine-out
New Udupi Garden,3.6,Old Airport Road,"South Indian, North Indian, Chinese",300,Dine-out
Chef's Cap Chinese Cuisine Restaurant,3.9,Old Airport Road,Chinese,400,Dine-out
Nizam's Biryani House,3.7,Old Airport Road,"North Indian, Biryani",1000,Dine-out
Bhookha Sher,3.6,Old Airport Road,"North Indian, Fast Food",350,Dine-out
Library Bar - The Leela Palace,3.9,Old Airport Road,Finger Food,3000,Dine-out
Shahi Family Restaurant,3.6,Ulsoor,"North Indian, Chinese, South Indian",350,Dine-out
Ramji Chaiwale,3.9,Old Airport Road,"Beverages, Fast Food",250,Dine-out
Brown Crust Cafe,2.9,Old Airport Road,"Cafe, Italian, Desserts",300,Dine-out
Hotel Salala,3.7,Old Airport Road,"North Indian, South Indian, Chinese, Biryani",400,Dine-out
Status,3.6,Old Airport Road,"Chinese, North Indian",550,Dine-out
Zawaa Foods,3.7,Old Airport Road,"Continental, South Indian, North Indian, Arabian",400,Dine-out
The Punjabi Bites,3.9,Old Airport Road,North Indian,150,Dine-out
Kolkata Famous Kati Rolls,3.4,Old Airport Road,"Fast Food, Rolls",150,Dine-out
New Punjabi Hotel,3.2,Old Airport Road,"North Indian, Chinese",400,Dine-out
Oyster Bay,3.2,Old Airport Road,North Indian,550,Dine-out
WAT Bar - Sterlings MAC Hotel,3.8,Old Airport Road,Continental,1800,Dine-out
Java,3.7,Old Airport Road,"North Indian, Chinese",700,Dine-out
The Chocolate Heaven,3.8,Old Airport Road,"Desserts, Cafe, Italian, Beverages",700,Dine-out
Simhapuri Mess,3.8,Old Airport Road,North Indian,300,Dine-out
Ginseng - Royal Orchid Hotel,4,Old Airport Road,"Chinese, Thai, Asian",1900,Dine-out
Budget Food,3.5,Old Airport Road,"North Indian, Biryani",700,Dine-out
Shankar's Kitchen,3.7,Old Airport Road,Sandwich,120,Dine-out
Desi Bytes,3.1,Old Airport Road,"North Indian, Chinese",450,Dine-out
